,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,ID
78193,2009-07-24,1.2,12.5,0.4,1.8,6.1,N,41.0,ENE,N,9.0,22.0,99.0,58.0,1024.9,1022.7,1.0,7.0,3.7,11.6,No,No,78194
78194,2009-07-25,3.7,13.6,0.0,3.4,5.6,N,54.0,NNE,N,17.0,22.0,57.0,50.0,1022.8,1020.2,7.0,6.0,10.3,11.7,No,No,78195
78195,2009-07-26,4.5,15.4,0.0,4.0,7.2,NNW,39.0,NNE,N,9.0,22.0,76.0,42.0,1015.6,1012.3,6.0,7.0,8.0,14.0,No,No,78196
78196,2009-07-27,6.7,15.1,0.0,2.8,5.1,W,52.0,N,W,19.0,28.0,75.0,63.0,1016.2,1015.9,3.0,7.0,9.0,13.9,No,No,78197
78197,2009-07-28,7.3,14.2,0.0,2.8,7.2,NW,43.0,N,N,15.0,24.0,73.0,68.0,1021.6,1020.6,1.0,7.0,10.2,12.3,No,No,78198
78198,2009-07-29,9.9,15.9,0.0,1.2,4.4,WNW,30.0,NNW,W,15.0,13.0,75.0,56.0,1024.0,1023.2,7.0,7.0,11.7,15.2,No,No,78199
78199,2009-07-30,8.9,14.2,0.2,2.2,3.9,N,35.0,NNW,N,15.0,19.0,88.0,69.0,1023.1,1019.3,6.0,7.0,10.1,13.1,No,Yes,78200
78200,2009-07-31,7.6,15.1,8.0,3.4,6.5,W,39.0,NNW,W,9.0,17.0,79.0,52.0,1020.9,1020.2,2.0,6.0,9.6,13.8,Yes,No,78201
78201,2009-08-01,9.5,15.8,0.2,1.6,3.8,NNW,37.0,NNW,NW,15.0,11.0,70.0,64.0,1024.1,1023.0,6.0,7.0,11.8,15.2,No,No,78202
78202,2009-08-02,10.6,15.4,0.8,2.4,3.4,N,56.0,N,N,20.0,28.0,78.0,55.0,1024.3,1020.4,7.0,7.0,12.2,14.6,No,Yes,78203
78203,2009-08-03,7.8,14.6,2.8,3.6,7.1,WSW,67.0,W,NW,15.0,9.0,71.0,43.0,1022.3,1022.1,1.0,7.0,9.2,13.7,Yes,No,78204
78204,2009-08-04,8.7,14.3,0.0,3.8,2.5,N,48.0,N,N,26.0,17.0,64.0,67.0,1017.6,1015.9,7.0,7.0,10.3,13.1,No,Yes,78205
78205,2009-08-05,6.7,16.1,3.8,1.4,7.2,N,39.0,N,N,9.0,19.0,86.0,65.0,1019.6,1017.0,7.0,7.0,10.2,14.6,Yes,No,78206
78206,2009-08-06,10.2,19.4,0.2,4.4,1.1,N,70.0,NE,N,17.0,26.0,55.0,51.0,1014.2,1009.9,7.0,7.0,14.6,17.4,No,Yes,78207
78207,2009-08-07,9.8,12.3,4.0,4.6,7.9,W,63.0,WSW,SW,20.0,28.0,77.0,51.0,1012.3,1018.3,2.0,3.0,10.2,11.9,Yes,No,78208
78208,2009-08-08,0.8,14.8,0.2,3.8,9.7,N,33.0,NE,N,6.0,15.0,91.0,45.0,1025.0,1021.0,1.0,7.0,4.3,14.4,No,No,78209
78209,2009-08-09,3.6,13.6,0.0,4.8,3.8,N,41.0,E,N,11.0,24.0,72.0,41.0,1019.0,1016.4,7.0,7.0,7.0,12.8,No,No,78210
78210,2009-08-10,7.0,12.4,0.0,3.2,0.0,NE,35.0,NNE,E,4.0,13.0,81.0,61.0,1017.8,1012.6,8.0,7.0,7.8,11.7,No,Yes,78211
78211,2009-08-11,7.8,15.6,1.6,1.2,2.7,N,31.0,,N,0.0,13.0,99.0,87.0,1009.3,1008.3,8.0,7.0,9.0,11.5,Yes,Yes,78212
78212,2009-08-12,6.6,12.3,3.2,0.6,0.8,SSW,19.0,NNE,,6.0,0.0,100.0,89.0,1011.6,1010.5,8.0,7.0,8.0,12.2,Yes,No,78213
78213,2009-08-13,7.9,17.8,0.8,0.6,7.6,SSW,30.0,NNE,W,7.0,17.0,100.0,66.0,1014.8,1013.4,1.0,7.0,10.4,15.3,No,Yes,78214
78214,2009-08-14,7.5,17.6,1.4,1.8,9.7,N,30.0,N,N,4.0,11.0,99.0,53.0,1020.0,1017.2,2.0,4.0,11.3,17.0,Yes,No,78215
78215,2009-08-15,7.2,20.2,0.2,4.0,6.5,N,63.0,NE,NE,13.0,19.0,65.0,38.0,1015.2,1009.7,7.0,1.0,13.8,20.0,No,No,78216
78216,2009-08-16,13.6,17.2,0.0,7.4,5.6,W,80.0,NNE,NW,26.0,22.0,57.0,59.0,1001.3,1001.9,7.0,4.0,16.6,15.0,No,Yes,78217
78217,2009-08-17,8.3,15.8,4.2,4.0,8.4,NNW,44.0,WNW,W,15.0,17.0,62.0,45.0,1015.5,1018.2,2.0,6.0,10.7,14.8,Yes,No,78218
78218,2009-08-18,7.0,15.8,0.0,3.8,7.9,N,31.0,NNW,NNW,17.0,17.0,75.0,57.0,1027.5,1025.1,3.0,4.0,10.1,15.1,No,No,78219
78219,2009-08-19,4.2,18.2,0.0,2.6,7.8,N,44.0,NNE,N,11.0,24.0,65.0,44.0,1024.3,1019.9,0.0,5.0,13.2,17.1,No,Yes,78220
78220,2009-08-20,10.2,19.0,3.4,6.0,6.3,N,41.0,,N,0.0,20.0,99.0,44.0,1018.4,1010.8,7.0,4.0,10.3,17.5,Yes,Yes,78221
78221,2009-08-21,10.2,18.4,1.4,3.4,7.3,WSW,96.0,N,W,30.0,30.0,62.0,47.0,994.4,999.0,3.0,4.0,15.8,13.3,Yes,No,78222
78222,2009-08-22,5.3,14.4,0.2,4.4,10.0,N,46.0,N,N,17.0,24.0,67.0,50.0,1009.0,1006.1,0.0,1.0,9.1,13.7,No,No,78223
78223,2009-08-23,9.1,18.0,0.4,4.0,10.6,N,57.0,N,N,20.0,31.0,74.0,55.0,1007.3,1002.6,1.0,3.0,12.1,16.9,No,No,78224
78224,2009-08-24,11.5,17.5,0.0,5.6,8.8,NNW,63.0,WSW,NNW,15.0,35.0,74.0,39.0,999.4,996.2,3.0,7.0,11.6,16.0,No,Yes,78225
78225,2009-08-25,6.1,14.3,7.4,6.8,7.6,WNW,78.0,NNW,NNW,22.0,33.0,64.0,55.0,1004.9,999.5,1.0,1.0,9.0,13.5,Yes,Yes,78226
78226,2009-08-26,5.9,14.8,3.2,6.4,5.8,N,59.0,N,NNW,31.0,26.0,73.0,52.0,1009.8,1008.3,2.0,7.0,8.0,14.3,Yes,No,78227
78227,2009-08-27,7.9,17.7,0.0,4.6,7.8,NW,57.0,N,NNW,22.0,26.0,71.0,48.0,1012.2,1009.3,1.0,6.0,11.4,16.8,No,No,78228
78228,2009-08-28,9.1,18.4,0.0,4.8,8.6,N,48.0,N,N,19.0,22.0,69.0,57.0,1012.8,1010.1,5.0,5.0,13.8,17.8,No,No,78229
78229,2009-08-29,12.1,15.9,0.0,6.0,0.5,NNW,57.0,N,W,24.0,20.0,69.0,65.0,997.1,997.0,7.0,7.0,15.5,14.4,No,Yes,78230
78230,2009-08-30,6.1,15.2,6.2,1.6,6.6,W,43.0,WNW,WNW,22.0,24.0,63.0,49.0,1011.9,1011.8,1.0,4.0,8.8,14.1,Yes,No,78231
78231,2009-08-31,8.7,16.1,0.0,2.8,3.6,WSW,46.0,NNW,WSW,22.0,15.0,71.0,94.0,1014.7,1013.9,7.0,7.0,12.1,12.1,No,Yes,78232
78232,2009-09-01,6.9,15.2,5.0,2.2,8.3,NNW,28.0,NW,N,11.0,13.0,58.0,44.0,1021.9,1020.6,3.0,7.0,10.9,14.0,Yes,No,78233
78233,2009-09-02,5.7,18.7,0.0,5.8,10.8,NE,46.0,NE,N,15.0,17.0,58.0,40.0,1021.6,1017.4,1.0,1.0,12.1,18.2,No,No,78234
78234,2009-09-03,12.0,21.7,0.0,7.2,8.8,NNW,70.0,NNE,NNW,19.0,24.0,41.0,38.0,1010.7,1007.1,1.0,7.0,17.8,20.3,No,No,78235
78235,2009-09-04,7.6,16.0,0.8,5.4,6.5,WSW,61.0,NNW,NW,24.0,20.0,70.0,68.0,1011.1,1010.0,1.0,7.0,12.1,11.9,No,Yes,78236
78236,2009-09-05,4.3,16.0,4.4,3.6,9.1,NNW,43.0,NNW,NW,20.0,15.0,73.0,49.0,1016.2,1015.0,1.0,5.0,10.7,14.9,Yes,No,78237
78237,2009-09-06,6.2,15.8,0.0,4.2,1.2,NE,43.0,NNE,N,11.0,15.0,59.0,44.0,1013.8,1008.0,7.0,7.0,13.0,15.2,No,No,78238
78238,2009-09-07,7.2,16.0,0.6,2.8,3.0,SW,31.0,NE,WSW,6.0,11.0,80.0,66.0,1004.0,1003.4,6.0,7.0,11.5,15.5,No,Yes,78239
78239,2009-09-08,9.3,15.0,6.2,1.0,4.8,SW,57.0,SW,SW,15.0,24.0,100.0,88.0,1011.9,1012.1,7.0,7.0,10.1,11.5,Yes,Yes,78240
78240,2009-09-09,8.5,13.1,4.0,2.6,0.8,SW,44.0,WSW,SW,17.0,24.0,83.0,65.0,1014.5,1013.6,7.0,7.0,10.3,12.7,Yes,No,78241
78241,2009-09-10,9.6,14.0,0.0,3.2,2.8,NE,24.0,W,SSW,13.0,7.0,64.0,55.0,1018.0,1017.7,7.0,7.0,10.7,12.9,No,No,78242
78242,2009-09-11,2.6,22.7,0.2,5.2,9.1,,,NNE,NNE,15.0,20.0,56.0,43.0,1016.7,1010.6,2.0,7.0,13.9,18.6,No,No,78243
78243,2009-09-12,13.9,29.0,0.0,9.8,6.0,N,72.0,NNE,NNE,13.0,33.0,38.0,21.0,1013.1,1006.6,7.0,6.0,17.6,27.6,No,No,78244
78244,2009-09-13,13.7,19.6,1.0,12.8,2.2,W,59.0,ENE,NNW,4.0,24.0,97.0,55.0,1013.2,1011.0,7.0,7.0,13.7,18.6,No,No,78245
78245,2009-09-14,3.6,16.0,0.2,5.0,6.4,WNW,20.0,NNE,S,6.0,6.0,68.0,43.0,1023.2,1021.2,1.0,7.0,10.5,15.0,No,No,78246
78246,2009-09-15,2.2,19.7,0.0,3.4,10.8,WNW,28.0,ENE,N,7.0,9.0,69.0,35.0,1021.0,1017.9,1.0,3.0,9.4,18.8,No,No,78247
78247,2009-09-16,4.2,23.0,0.0,5.8,8.5,N,37.0,ENE,N,9.0,15.0,66.0,29.0,1020.9,1013.7,2.0,4.0,12.2,22.5,No,No,78248
78248,2009-09-17,12.2,18.8,0.0,8.4,0.0,SW,48.0,N,N,13.0,15.0,43.0,90.0,1009.0,1007.9,8.0,8.0,17.8,13.8,No,Yes,78249
78249,2009-09-18,9.3,18.2,14.2,4.0,10.2,WSW,24.0,,SE,0.0,6.0,69.0,48.0,1023.2,1018.9,4.0,0.0,12.4,17.5,Yes,No,78250
78250,2009-09-19,6.6,20.2,0.0,4.0,6.8,N,61.0,N,NNW,26.0,24.0,39.0,50.0,1014.0,1011.6,7.0,7.0,17.2,19.5,No,Yes,78251
78251,2009-09-20,8.1,17.5,3.8,4.0,6.3,W,31.0,WNW,W,6.0,19.0,83.0,39.0,1015.4,1013.5,7.0,3.0,10.6,16.8,Yes,No,78252
78252,2009-09-21,5.9,19.4,0.0,4.0,7.6,ENE,37.0,E,NE,4.0,9.0,76.0,48.0,1014.5,1006.5,1.0,7.0,11.9,18.2,No,Yes,78253
78253,2009-09-22,9.7,18.0,18.2,6.0,5.5,SSW,48.0,N,N,20.0,22.0,81.0,62.0,997.3,995.8,7.0,4.0,14.2,17.6,Yes,No,78254
78254,2009-09-23,10.3,17.5,0.2,3.0,8.1,W,54.0,WSW,SW,24.0,26.0,73.0,56.0,1001.3,1004.7,7.0,6.0,12.7,16.1,No,No,78255
78255,2009-09-24,10.4,18.9,1.0,4.8,5.4,NNW,50.0,N,W,15.0,22.0,76.0,51.0,1010.9,1008.5,7.0,6.0,13.6,18.1,No,Yes,78256
78256,2009-09-25,11.3,14.8,10.6,4.6,2.1,N,52.0,N,N,24.0,19.0,63.0,77.0,1003.3,999.0,7.0,8.0,13.9,13.8,Yes,Yes,78257
78257,2009-09-26,6.9,14.3,24.8,3.0,6.0,WSW,59.0,W,W,22.0,35.0,70.0,72.0,1002.0,1002.4,7.0,7.0,9.3,9.9,Yes,Yes,78258
78258,2009-09-27,7.1,11.6,2.8,2.8,3.9,WSW,70.0,WSW,SW,31.0,35.0,69.0,68.0,1009.0,1009.7,7.0,7.0,9.4,10.6,Yes,Yes,78259
78259,2009-09-28,7.8,13.7,9.6,3.6,2.9,WSW,43.0,SW,SSW,17.0,17.0,100.0,59.0,1014.6,1013.3,7.0,7.0,9.5,12.8,Yes,No,78260
78260,2009-09-29,7.8,18.6,0.4,2.2,8.4,NNW,30.0,N,NW,6.0,9.0,59.0,43.0,1015.6,1011.5,6.0,4.0,11.0,18.1,No,No,78261
78261,2009-09-30,11.0,22.6,0.0,7.8,7.1,N,67.0,NNE,N,22.0,39.0,41.0,33.0,1011.4,1007.7,7.0,7.0,17.7,21.9,No,No,78262
78262,2009-10-01,12.4,16.8,0.0,8.2,0.4,NNW,31.0,SSW,SW,11.0,13.0,80.0,70.0,1010.3,1011.4,7.0,7.0,13.6,15.1,No,No,78263
78263,2009-10-02,9.0,13.6,0.0,1.6,0.1,SSE,41.0,SSE,S,13.0,20.0,73.0,59.0,1013.7,1012.2,8.0,8.0,11.7,12.8,No,No,78264
78264,2009-10-03,9.1,17.6,0.0,4.0,6.3,S,31.0,S,S,19.0,9.0,77.0,52.0,1016.9,1015.3,7.0,6.0,11.7,16.9,No,No,78265
78265,2009-10-04,8.7,17.8,0.2,2.6,4.9,SSW,30.0,,SSE,0.0,9.0,91.0,58.0,1020.5,1018.9,7.0,5.0,10.7,16.6,No,No,78266
78266,2009-10-05,9.2,15.9,0.0,3.2,3.1,SSW,37.0,W,SSW,11.0,15.0,72.0,65.0,1022.3,1021.9,7.0,7.0,13.0,14.6,No,No,78267
78267,2009-10-06,8.3,14.1,1.0,2.4,7.1,SW,56.0,WSW,SW,15.0,22.0,88.0,58.0,1023.5,1021.1,6.0,7.0,9.2,13.6,No,Yes,78268
78268,2009-10-07,5.9,14.6,2.0,2.8,10.0,S,50.0,SSE,S,11.0,28.0,72.0,46.0,1023.8,1024.1,3.0,3.0,9.9,12.4,Yes,No,78269
78269,2009-10-08,3.8,15.1,0.2,4.0,9.3,SE,35.0,SSE,SSE,6.0,15.0,77.0,47.0,1027.4,1027.1,6.0,7.0,10.4,14.2,No,No,78270
78270,2009-10-09,3.4,16.8,0.0,4.8,9.5,ESE,48.0,WNW,SE,6.0,17.0,79.0,53.0,1030.3,1028.6,1.0,7.0,9.3,15.7,No,No,78271
78271,2009-10-10,2.7,19.3,0.0,3.2,10.4,S,28.0,ENE,SSE,6.0,7.0,80.0,40.0,1030.3,1025.9,1.0,4.0,8.4,18.3,No,No,78272
78272,2009-10-11,4.1,21.8,0.0,4.8,9.1,WSW,46.0,ENE,W,7.0,9.0,78.0,32.0,1021.4,1015.5,1.0,6.0,11.0,19.6,No,No,78273
78273,2009-10-12,10.8,22.6,0.0,6.0,5.8,N,61.0,NE,NW,20.0,20.0,50.0,49.0,1001.2,996.6,6.0,6.0,16.8,19.9,No,No,78274
78274,2009-10-13,8.5,17.4,0.2,7.6,4.1,NNW,57.0,N,NNW,28.0,28.0,64.0,42.0,995.4,992.4,7.0,7.0,10.9,17.0,No,Yes,78275
78275,2009-10-14,8.9,15.9,4.0,5.4,2.8,WSW,59.0,W,WSW,17.0,28.0,81.0,80.0,1000.0,1002.5,6.0,7.0,11.5,12.2,Yes,Yes,78276
78276,2009-10-15,9.5,15.0,5.4,2.2,2.5,SW,65.0,N,WSW,13.0,24.0,87.0,77.0,1005.4,1007.2,7.0,6.0,11.5,12.3,Yes,Yes,78277
78277,2009-10-16,5.2,16.9,8.2,2.4,2.0,SW,41.0,SW,SSW,4.0,22.0,94.0,61.0,1016.2,1017.1,7.0,7.0,9.6,15.4,Yes,Yes,78278
78278,2009-10-17,9.2,16.1,2.6,2.2,2.1,SSW,35.0,SSW,SSW,15.0,20.0,80.0,62.0,1024.7,1025.3,7.0,7.0,12.7,14.6,Yes,No,78279
78279,2009-10-18,6.6,16.1,0.4,2.2,6.8,SSW,28.0,SSW,S,7.0,15.0,72.0,58.0,1028.4,1027.6,6.0,7.0,11.1,14.5,No,No,78280
78280,2009-10-19,7.0,22.3,0.0,3.4,10.7,SSW,20.0,NE,SSW,4.0,7.0,79.0,45.0,1027.5,1023.4,7.0,1.0,11.4,20.8,No,No,78281
78281,2009-10-20,9.4,27.9,0.0,7.2,8.1,NNW,63.0,N,N,26.0,24.0,32.0,29.0,1017.7,1015.3,1.0,7.0,20.8,26.1,No,No,78282
78282,2009-10-21,12.9,19.0,0.0,8.4,8.6,SSW,35.0,S,SSW,7.0,19.0,80.0,53.0,1021.4,1021.6,7.0,2.0,13.8,17.6,No,No,78283
78283,2009-10-22,7.3,19.7,0.0,5.0,11.4,WSW,37.0,S,WSW,15.0,20.0,71.0,57.0,1023.4,1020.9,1.0,1.0,12.6,18.5,No,No,78284
78284,2009-10-23,11.2,18.1,0.0,5.2,9.8,SSW,43.0,SSE,SSW,11.0,15.0,72.0,55.0,1022.6,1021.9,7.0,2.0,13.9,17.2,No,No,78285
78285,2009-10-24,4.3,20.5,0.0,4.6,12.6,SSW,31.0,E,S,4.0,11.0,77.0,48.0,1020.7,1018.2,1.0,1.0,11.9,20.2,No,No,78286
78286,2009-10-25,10.1,17.0,0.0,5.8,8.7,S,48.0,SSE,SSE,19.0,22.0,71.0,44.0,1021.0,1021.7,7.0,4.0,11.0,14.4,No,No,78287
78287,2009-10-26,5.6,20.7,0.0,5.6,12.7,S,39.0,SSE,S,13.0,19.0,64.0,45.0,1027.2,1024.7,1.0,1.0,12.9,20.3,No,No,78288
78288,2009-10-27,6.1,24.1,0.0,6.6,12.2,SSW,30.0,N,SSE,9.0,11.0,75.0,41.0,1027.9,1023.7,1.0,7.0,13.0,23.6,No,No,78289
78289,2009-10-28,10.2,23.0,0.0,6.8,4.6,SW,31.0,W,S,6.0,11.0,84.0,52.0,1026.9,1023.0,8.0,7.0,13.0,21.9,No,No,78290
78290,2009-10-29,8.3,31.1,0.0,4.0,9.2,W,33.0,NE,NW,7.0,15.0,91.0,32.0,1022.6,1018.2,3.0,7.0,13.9,29.5,No,No,78291
78291,2009-10-30,13.9,25.2,0.4,6.2,0.2,WSW,37.0,NNE,NE,17.0,13.0,71.0,74.0,1019.6,1018.3,7.0,7.0,20.1,23.4,No,Yes,78292
78292,2009-10-31,16.7,34.1,2.6,3.0,11.7,N,43.0,N,N,15.0,17.0,51.0,31.0,1019.8,1016.7,1.0,3.0,25.2,33.3,Yes,No,78293
78293,2009-11-01,14.6,21.4,0.4,8.6,1.4,SW,31.0,WSW,SSW,6.0,15.0,100.0,81.0,1021.1,1021.6,8.0,8.0,15.1,19.1,No,No,78294
78294,2009-11-02,12.6,28.8,0.0,1.8,9.1,N,24.0,SSW,SSE,7.0,9.0,82.0,46.0,1021.3,1016.4,7.0,7.0,16.2,26.3,No,No,78295
78295,2009-11-03,13.5,23.1,0.8,7.0,5.9,WSW,59.0,WSW,W,13.0,37.0,65.0,44.0,1009.8,1011.8,2.0,7.0,16.1,20.0,No,Yes,78296
78296,2009-11-04,9.5,18.4,1.4,6.8,3.7,W,39.0,SW,S,15.0,7.0,70.0,55.0,1019.4,1019.1,6.0,7.0,12.7,17.1,Yes,No,78297
78297,2009-11-05,9.7,19.4,0.8,4.8,8.9,S,39.0,SSE,S,11.0,19.0,73.0,49.0,1024.5,1023.1,7.0,4.0,12.9,18.2,No,No,78298
78298,2009-11-06,5.2,27.7,0.0,6.0,13.2,S,35.0,NNE,ESE,7.0,11.0,72.0,35.0,1026.6,1022.2,1.0,1.0,12.3,26.5,No,No,78299
78299,2009-11-07,10.5,33.0,0.0,5.4,12.0,N,28.0,E,N,6.0,15.0,65.0,27.0,1026.7,1024.5,5.0,5.0,21.1,31.8,No,No,78300
78300,2009-11-08,15.2,33.7,0.0,12.0,13.2,N,31.0,NE,ESE,7.0,11.0,46.0,23.0,1027.7,1024.8,0.0,1.0,26.5,33.1,No,No,78301
78301,2009-11-09,16.4,35.8,0.0,8.0,13.0,S,30.0,ENE,S,7.0,11.0,54.0,26.0,1024.0,1020.4,0.0,1.0,25.1,34.9,No,No,78302
78302,2009-11-10,15.9,36.6,0.0,11.8,13.0,SE,35.0,ENE,SSW,6.0,20.0,48.0,23.0,1020.1,1017.1,1.0,3.0,25.8,35.6,No,No,78303
78303,2009-11-11,16.8,35.7,0.0,11.6,12.8,SW,30.0,SSW,SSW,6.0,17.0,52.0,23.0,1020.2,1018.3,3.0,6.0,24.7,35.0,No,No,78304
78304,2009-11-12,15.2,31.0,0.0,10.4,11.2,SSW,35.0,NE,SSW,7.0,20.0,51.0,31.0,1018.5,1017.7,5.0,6.0,23.6,29.4,No,No,78305
78305,2009-11-13,13.1,29.3,0.0,7.4,10.3,WSW,30.0,SW,SW,7.0,17.0,73.0,44.0,1021.0,1016.1,8.0,4.0,18.0,27.6,No,No,78306
78306,2009-11-14,13.4,33.4,0.0,7.4,12.0,SW,37.0,ENE,SW,6.0,19.0,53.0,24.0,1013.1,1011.9,1.0,6.0,23.7,29.6,No,No,78307
78307,2009-11-15,13.4,29.3,0.0,9.8,12.0,SW,26.0,SSW,WSW,9.0,15.0,66.0,38.0,1013.5,1010.4,3.0,5.0,17.9,26.2,No,No,78308
78308,2009-11-16,16.4,24.1,0.0,8.0,7.8,SSW,46.0,SW,S,17.0,15.0,67.0,50.0,1008.8,1007.4,7.0,1.0,19.2,23.0,No,No,78309
78309,2009-11-17,12.9,23.2,0.0,7.6,8.7,WSW,37.0,SE,SW,9.0,24.0,60.0,50.0,1011.5,1009.7,7.0,1.0,17.7,21.9,No,No,78310
78310,2009-11-18,13.9,34.0,0.0,5.0,9.0,E,37.0,NE,N,7.0,19.0,69.0,23.0,1009.1,1005.5,1.0,7.0,18.2,32.0,No,No,78311
78311,2009-11-19,18.0,35.1,0.0,14.6,11.6,N,46.0,WNW,SSE,22.0,13.0,19.0,22.0,1004.3,1006.1,7.0,6.0,32.4,33.4,No,No,78312
78312,2009-11-20,19.0,38.4,0.0,14.2,1.8,SW,80.0,NNE,SSW,15.0,20.0,24.0,71.0,1004.5,1007.2,7.0,7.0,30.1,22.7,No,Yes,78313
78313,2009-11-21,16.9,25.8,3.0,6.2,0.0,NNW,35.0,,N,0.0,13.0,93.0,62.0,1009.6,1006.4,8.0,8.0,18.3,24.9,Yes,Yes,78314
78314,2009-11-22,15.1,17.6,48.2,8.6,1.6,SW,50.0,SE,SW,11.0,15.0,100.0,86.0,998.1,1007.6,8.0,7.0,15.2,16.5,Yes,Yes,78315
78315,2009-11-23,9.3,22.1,17.8,5.6,10.9,SSW,35.0,SSW,SW,11.0,17.0,62.0,40.0,1024.2,1024.1,6.0,6.0,14.7,21.7,Yes,No,78316
78316,2009-11-24,9.0,26.0,0.0,6.0,13.0,SW,28.0,NE,SSW,4.0,13.0,68.0,28.0,1026.7,1022.7,7.0,3.0,14.5,25.7,No,No,78317
78317,2009-11-25,12.4,29.0,0.0,6.4,8.8,S,30.0,NE,SSE,6.0,9.0,53.0,33.0,1021.8,1017.7,5.0,5.0,18.7,27.9,No,Yes,78318
78318,2009-11-26,16.6,29.5,5.0,6.2,1.5,NNE,67.0,NW,NNE,7.0,9.0,100.0,100.0,1013.3,1007.4,8.0,7.0,18.3,19.4,Yes,Yes,78319
78319,2009-11-27,18.0,28.1,21.2,2.8,6.0,NNW,39.0,N,NNE,19.0,19.0,78.0,57.0,1007.5,1006.4,7.0,7.0,19.5,25.6,Yes,No,78320
78320,2009-11-28,15.4,24.9,0.6,6.6,6.9,NNW,48.0,NNW,NNE,20.0,24.0,56.0,36.0,1003.6,1000.4,3.0,7.0,18.2,22.7,No,Yes,78321
78321,2009-11-29,12.4,20.4,11.4,6.8,7.1,SSW,52.0,SW,SSW,11.0,17.0,98.0,78.0,1001.8,1004.2,7.0,6.0,14.0,18.7,Yes,Yes,78322
78322,2009-11-30,12.8,20.6,6.8,4.6,10.3,ESE,39.0,ESE,SE,15.0,17.0,70.0,52.0,1014.8,1014.9,7.0,6.0,16.2,18.8,Yes,No,78323
78323,2009-12-01,9.8,21.7,0.2,5.6,12.3,SE,39.0,SE,SSE,13.0,17.0,64.0,41.0,1021.8,1019.7,1.0,1.0,14.9,20.9,No,No,78324
78324,2009-12-02,8.4,28.9,0.2,6.8,12.7,,,NE,NNW,9.0,11.0,69.0,27.0,1021.3,1017.7,1.0,1.0,15.8,27.1,No,No,78325
78325,2009-12-03,13.1,31.9,0.0,11.6,6.5,SSW,63.0,N,NNW,22.0,24.0,29.0,16.0,1014.9,1010.2,7.0,7.0,25.1,31.2,No,No,78326
78326,2009-12-04,10.1,22.2,0.0,8.4,10.7,SW,30.0,WSW,SSW,9.0,7.0,60.0,25.0,1020.3,1018.2,5.0,7.0,14.6,20.0,No,No,78327
78327,2009-12-05,11.0,21.9,0.0,5.8,6.1,SSW,31.0,WSW,SSW,11.0,19.0,67.0,51.0,1016.9,1016.7,6.0,7.0,15.1,20.4,No,No,78328
78328,2009-12-06,11.2,26.9,0.0,3.2,12.6,SSW,33.0,SSW,SSE,9.0,7.0,64.0,38.0,1017.7,1013.7,7.0,2.0,16.7,24.0,No,No,78329
78329,2009-12-07,12.2,23.5,0.0,7.0,10.2,SSW,31.0,ENE,SSW,7.0,17.0,67.0,49.0,1013.0,1012.7,6.0,6.0,17.9,21.8,No,Yes,78330
78330,2009-12-08,13.7,15.7,8.4,6.8,1.5,SSW,48.0,NW,S,9.0,7.0,100.0,86.0,1008.4,1009.1,8.0,8.0,14.7,14.4,Yes,Yes,78331
78331,2009-12-09,7.3,25.0,13.4,2.8,13.2,N,43.0,NW,N,9.0,17.0,61.0,33.0,1011.9,1008.2,1.0,1.0,14.7,22.5,Yes,No,78332
78332,2009-12-10,13.7,24.8,0.2,7.4,4.6,W,56.0,NNW,NNW,6.0,30.0,50.0,31.0,1007.4,1004.0,7.0,7.0,19.8,22.9,No,Yes,78333
78333,2009-12-11,9.6,20.0,8.0,6.6,10.0,W,43.0,WSW,SSW,19.0,13.0,63.0,51.0,1017.0,1017.9,5.0,6.0,14.3,17.4,Yes,No,78334
78334,2009-12-12,13.6,22.5,0.0,5.8,3.8,SW,39.0,W,W,17.0,17.0,69.0,50.0,1019.1,1017.7,7.0,7.0,16.3,20.9,No,No,78335
78335,2009-12-13,14.6,21.0,0.0,3.4,4.0,S,33.0,WSW,SSW,15.0,15.0,71.0,59.0,1020.3,1020.0,7.0,7.0,16.1,19.6,No,No,78336
78336,2009-12-14,13.3,22.1,0.0,4.6,11.3,SSW,37.0,ESE,SSW,9.0,15.0,60.0,49.0,1022.6,1021.4,6.0,2.0,16.0,21.2,No,No,78337
78337,2009-12-15,9.7,31.6,0.0,6.0,12.9,SSW,20.0,S,SSW,4.0,15.0,76.0,29.0,1020.8,1016.5,2.0,0.0,16.6,29.4,No,No,78338
78338,2009-12-16,14.3,38.2,0.0,10.8,12.1,N,54.0,E,N,7.0,26.0,44.0,13.0,1013.5,1009.7,5.0,5.0,26.0,37.5,No,No,78339
78339,2009-12-17,16.7,22.7,0.0,15.2,0.5,SSW,46.0,W,ENE,15.0,6.0,67.0,99.0,1008.7,1007.3,7.0,8.0,21.7,19.3,No,Yes,78340
78340,2009-12-18,9.3,23.5,9.2,3.0,13.4,SW,30.0,SW,SSE,7.0,7.0,66.0,41.0,1018.7,1016.1,1.0,1.0,14.6,21.6,Yes,No,78341
